2022-08-23 00:10,  5606. 
2022-08-23 00:15,  5303. 
2022-08-23 00:20,  5190. 
2022-08-23 00:25,  5066. 
2022-08-23 00:30,  4922. 
2022-08-23 00:35,  4695. 
2022-08-23 00:40,  4505. 
2022-08-23 00:50,  4366. 
2022-08-23 01:05,  4018. 
2022-08-23 01:10,  3877. 
2022-08-23 01:15,  3710. 
2022-08-23 01:20,  3779. 
2022-08-23 01:25,  3669. 
2022-08-23 01:30,  3546. 
2022-08-23 01:35,  3430. 
2022-08-23 01:40,  3313. 
2022-08-23 01:45,  3202. 
2022-08-23 01:55,  3313. 
2022-08-23 02:00,  3681. 
2022-08-23 02:30,  3803. 
2022-08-23 02:55,  3665. 
2022-08-23 03:00,  3512. 
2022-08-23 03:05,  3283. 
2022-08-23 03:10,  3105. 
2022-08-23 03:15,  3100. 
2022-08-23 03:20,  3148. 
2022-08-23 03:25,  3330. 
2022-08-23 03:40,  3190. 
2022-08-23 03:45,  3069. 
2022-08-23 03:50,  2973. 
2022-08-23 03:55,  2979. 
2022-08-23 04:00,  2898. 
2022-08-23 04:05,  2621. 
2022-08-23 04:10,  2624. 
2022-08-23 04:15,  2624. 
2022-08-23 04:20,  2658. 
2022-08-23 04:25,  2745. 
2022-08-23 04:35,  2768. 
2022-08-23 04:40,  2885. 
2022-08-23 04:45,  2997. 
2022-08-23 04:50,  3186. 
2022-08-23 04:55,  3603. 
2022-08-23 05:00,  3696. 
2022-08-23 05:05,  3348. 
2022-08-23 05:10,  3514. 
2022-08-23 05:15,  3815. 
2022-08-23 05:20,  3996. 
2022-08-23 05:25,  4408. 
2022-08-23 05:30,  4561. 
2022-08-23 05:35,  4445. 
2022-08-23 05:40,  4872. 
2022-08-23 05:45,  5371. 
2022-08-23 05:50,  5383. 
2022-08-23 05:55,  6324. 
2022-08-23 06:00,  6840. 
2022-08-23 06:05,  5968. 
2022-08-23 06:10,  6072. 
2022-08-23 06:15,  6292. 
2022-08-23 06:20,  6454. 
2022-08-23 06:25,  6876. 
2022-08-23 06:30,  7258. 
2022-08-23 06:35,  7091. 
2022-08-23 06:40,  7237. 
2022-08-23 06:45,  7443. 
2022-08-23 06:50,  7669. 
2022-08-23 06:55,  8345. 
2022-08-23 07:00,  9021. 
2022-08-23 07:05,  8410. 
2022-08-23 07:10,  8607. 
2022-08-23 07:30,  8654. 
2022-08-23 07:35,  8497. 
2022-08-23 07:40,  8604. 
2022-08-23 07:50,  8996. 
2022-08-23 07:55,  9267. 
2022-08-23 08:00,  9525. 
2022-08-23 08:05,  9086. 
2022-08-23 08:10,  9178. 
2022-08-23 08:20,  9323. 
2022-08-23 08:40,  9630. 
2022-08-23 08:45,  9520. 
2022-08-23 08:55,  9859. 
2022-08-23 09:00,  9731. 
2022-08-23 09:15,  9364. 
2022-08-23 09:25,  9416. 
2022-08-23 09:35,  9232. 
2022-08-23 09:40,  9057. 
2022-08-23 09:50,  9176. 
2022-08-23 10:05,  9157. 
2022-08-23 10:20,  8844. 
2022-08-23 10:25,  8654. 
2022-08-23 10:35,  8819. 
2022-08-23 10:40,  8903. 
2022-08-23 10:45,  8771. 
2022-08-23 10:55,  8956. 
2022-08-23 11:00,  9109. 
2022-08-23 11:05,  9012. 
2022-08-23 11:25,  9151. 
2022-08-23 11:45,  9270. 
2022-08-23 11:55,  9580. 
2022-08-23 12:00,  9334. 
2022-08-23 12:05,  9146. 
2022-08-23 12:25,  8802. 
2022-08-23 12:30,  8880. 
2022-08-23 12:45,  8617. 
2022-08-23 12:50,  8455. 
2022-08-23 13:10,  8297. 
2022-08-23 13:20,  8295. 
2022-08-23 13:30,  8296. 
2022-08-23 13:35,  8169. 
2022-08-23 13:40,  7975. 
2022-08-23 13:55,  8081. 
2022-08-23 14:10,  7926. 
2022-08-23 14:15,  7709. 
2022-08-23 14:35,  7595. 
2022-08-23 14:55,  7627. 
2022-08-23 15:05,  7504. 
2022-08-23 15:15,  7317. 
2022-08-23 15:20,  7411. 
2022-08-23 15:25,  7503. 
2022-08-23 15:40,  7662. 
